S.No.,Student Name,Roll Number,Email,Department,Subject,Subject Code,Date,Status,Verification Method,Face Confidence,Marked At
871,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,23/4/2026,PRESENT,face,0.8798,23/4/2026, 9:00:15 am
872,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,LATE,face,0.8296,23/4/2026, 9:20:37 am
873,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.8651,23/4/2026, 9:00:33 am
874,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,ABSENT,manual,N/A,23/4/2026, 9:03:50 am
875,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.8890,23/4/2026, 9:01:11 am
876,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.9124,23/4/2026, 9:04:43 am
877,"Uma Sharma",IT2023100,"student100@local.com","Information Technology","Artificial Intelligence",IT401,23/4/2026,PRESENT,face,0.8015,23/4/2026, 2:00:15 pm
878,"Palak Sharma",IT2023096,"student96@local.com","Information Technology","Artificial Intelligence",IT401,23/4/2026,PRESENT,face,0.7695,23/4/2026, 2:02:58 pm
879,"Lavanya Sharma",IT2023092,"student92@local.com","Information Technology","Artificial Intelligence",IT401,23/4/2026,ABSENT,manual,N/A,23/4/2026, 2:01:28 pm
880,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,23/4/2026,PRESENT,face,0.8037,23/4/2026, 9:01:10 am
881,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,23/4/2026,ABSENT,manual,N/A,23/4/2026, 12:04:15 pm
882,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,23/4/2026,LATE,face,0.7954,23/4/2026, 12:19:56 pm
883,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,23/4/2026,PRESENT,face,0.8450,23/4/2026, 12:01:44 pm
884,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,23/4/2026,PRESENT,face,0.9415,23/4/2026, 12:00:40 pm
885,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,23/4/2026,PRESENT,face,0.8740,23/4/2026, 12:00:50 pm
886,"Utkarsh Sharma",IT2023088,"student88@local.com","Information Technology","Artificial Intelligence",IT401,23/4/2026,PRESENT,face,0.8690,23/4/2026, 2:04:59 pm
887,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,23/4/2026,PRESENT,face,0.9743,23/4/2026, 9:00:31 am
888,"Pranay Sharma",IT2023084,"student84@local.com","Information Technology","Artificial Intelligence",IT401,23/4/2026,ABSENT,manual,N/A,23/4/2026, 2:04:59 pm
889,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,23/4/2026,PRESENT,face,0.9256,23/4/2026, 9:04:23 am
890,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,23/4/2026,PRESENT,face,0.9490,23/4/2026, 9:00:25 am
891,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,ABSENT,manual,N/A,23/4/2026, 9:04:41 am
892,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,ABSENT,manual,N/A,23/4/2026, 9:01:11 am
893,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.8472,23/4/2026, 9:03:42 am
894,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.8620,23/4/2026, 9:04:59 am
895,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","VLSI Design",ECE302,23/4/2026,PRESENT,face,0.8567,23/4/2026, 9:01:36 am
896,"Tanvi Sharma",ME2023056,"student56@local.com","Mechanical Engineering","Machine Design",ME401,22/4/2026,PRESENT,face,0.9884,22/4/2026, 11:00:41 am
897,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,22/4/2026,PRESENT,face,0.8936,22/4/2026, 11:00:06 am
898,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,22/4/2026,ABSENT,manual,N/A,22/4/2026, 11:03:01 am
899,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,22/4/2026,PRESENT,face,0.7613,22/4/2026, 11:03:17 am
900,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,22/4/2026,LATE,face,0.8458,22/4/2026, 9:15:36 am
901,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,22/4/2026,PRESENT,face,0.9686,22/4/2026, 9:02:14 am
902,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,22/4/2026,ABSENT,manual,N/A,22/4/2026, 9:03:06 am
903,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,22/4/2026,PRESENT,face,0.8318,22/4/2026, 9:01:22 am
904,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,22/4/2026,PRESENT,face,0.8215,22/4/2026, 9:01:52 am
905,"Tara Sharma",ME2023060,"student60@local.com","Mechanical Engineering","Machine Design",ME401,22/4/2026,PRESENT,face,0.8235,22/4/2026, 11:03:29 am
906,"Dhruv Sharma",CSE2023020,"student20@local.com","Computer Science & Engineering","Computer Networks",CSE401,21/4/2026,ABSENT,manual,N/A,21/4/2026, 1:03:48 pm
907,"Aarush Sharma",CSE2023016,"student16@local.com","Computer Science & Engineering","Computer Networks",CSE401,21/4/2026,PRESENT,face,0.8164,21/4/2026, 1:00:24 pm
908,"Atharv Sharma",CSE2023012,"student12@local.com","Computer Science & Engineering","Computer Networks",CSE401,21/4/2026,LATE,face,0.9080,21/4/2026, 1:19:29 pm
909,"Ayaan Sharma",CSE2023008,"student8@local.com","Computer Science & Engineering","Computer Networks",CSE401,21/4/2026,PRESENT,face,0.9818,21/4/2026, 1:03:57 pm
910,"Vihaan Sharma",CSE2023004,"student4@local.com","Computer Science & Engineering","Computer Networks",CSE401,21/4/2026,PRESENT,face,0.8130,21/4/2026, 1:03:20 pm
911,"Radhika Sharma",IT2023097,"student97@local.com","Information Technology","Web Technologies",IT201,21/4/2026,PRESENT,face,0.7853,21/4/2026, 9:00:08 am
912,"Mira Sharma",IT2023093,"student93@local.com","Information Technology","Web Technologies",IT201,21/4/2026,PRESENT,face,0.9814,21/4/2026, 9:04:45 am
913,"Ved Sharma",IT2023089,"student89@local.com","Information Technology","Web Technologies",IT201,21/4/2026,LATE,face,0.9601,21/4/2026, 9:15:04 am
914,"Rishi Sharma",IT2023085,"student85@local.com","Information Technology","Web Technologies",IT201,21/4/2026,PRESENT,face,0.8331,21/4/2026, 9:02:46 am
915,"Manav Sharma",IT2023081,"student81@local.com","Information Technology","Web Technologies",IT201,21/4/2026,PRESENT,face,0.9395,21/4/2026, 9:00:26 am
916,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.7945,21/4/2026, 12:00:26 pm
917,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.7716,21/4/2026, 12:03:48 pm
918,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.9413,21/4/2026, 12:00:01 pm
919,"Anika Sharma",CE2023074,"student74@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.9651,21/4/2026, 12:04:43 pm
920,"Nandini Sharma",CE2023071,"student71@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.7603,21/4/2026, 12:01:12 pm
921,"Shivansh Sharma",CE2023070,"student70@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.8715,21/4/2026, 12:02:15 pm
922,"Arnav Sharma",CE2023067,"student67@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.9622,21/4/2026, 12:04:48 pm
923,"Krish Sharma",CE2023066,"student66@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.7974,21/4/2026, 12:02:30 pm
924,"Mihir Sharma",CE2023063,"student63@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,ABSENT,manual,N/A,21/4/2026, 12:00:55 pm
925,"Parth Sharma",CE2023062,"student62@local.com","Civil Engineering","Geotechnical Engineering",CE301,21/4/2026,PRESENT,face,0.8646,21/4/2026, 12:04:18 pm
926,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.8049,20/4/2026, 9:04:20 am
927,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,LATE,face,0.9314,20/4/2026, 12:16:44 pm
928,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,ABSENT,manual,N/A,20/4/2026, 12:00:41 pm
929,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.9479,20/4/2026, 12:04:32 pm
930,"Anika Sharma",CE2023074,"student74@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.7795,20/4/2026, 12:02:52 pm
931,"Nandini Sharma",CE2023071,"student71@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.7607,20/4/2026, 12:03:28 pm
932,"Shivansh Sharma",CE2023070,"student70@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.8632,20/4/2026, 12:02:07 pm
933,"Arnav Sharma",CE2023067,"student67@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,LATE,face,0.9322,20/4/2026, 12:15:39 pm
934,"Krish Sharma",CE2023066,"student66@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.8491,20/4/2026, 12:02:39 pm
935,"Mihir Sharma",CE2023063,"student63@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,LATE,face,0.9700,20/4/2026, 12:23:47 pm
936,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.8573,20/4/2026, 12:02:04 pm
937,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.7585,20/4/2026, 9:03:33 am
938,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.8967,20/4/2026, 9:01:30 am
939,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.7919,20/4/2026, 9:00:57 am
940,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.8165,20/4/2026, 9:00:52 am
941,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,ABSENT,manual,N/A,20/4/2026, 9:02:58 am
942,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.9687,20/4/2026, 9:02:22 am
943,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.9879,20/4/2026, 9:00:38 am
944,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.8708,20/4/2026, 9:01:08 am
945,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Fluid Mechanics",ME302,20/4/2026,PRESENT,face,0.8508,20/4/2026, 9:00:50 am
946,"Parth Sharma",CE2023062,"student62@local.com","Civil Engineering","Geotechnical Engineering",CE301,20/4/2026,PRESENT,face,0.7949,20/4/2026, 12:00:23 pm
947,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.8201,20/4/2026, 12:00:31 pm
948,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.7664,20/4/2026, 12:04:54 pm
949,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.9611,20/4/2026, 12:04:11 pm
950,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.9809,20/4/2026, 12:01:56 pm
951,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.9333,20/4/2026, 12:01:41 pm
952,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.9451,20/4/2026, 12:03:54 pm
953,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.9705,20/4/2026, 12:03:21 pm
954,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,LATE,face,0.8164,20/4/2026, 12:20:22 pm
955,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,20/4/2026,PRESENT,face,0.7948,20/4/2026, 12:04:25 pm
956,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.9860,20/4/2026, 9:02:34 am
957,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.9888,20/4/2026, 9:01:00 am
958,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.9489,20/4/2026, 9:04:46 am
959,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.9335,20/4/2026, 9:04:49 am
960,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.7792,20/4/2026, 9:02:38 am
961,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.7610,20/4/2026, 9:02:27 am
962,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.8965,20/4/2026, 9:04:15 am
963,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,ABSENT,manual,N/A,20/4/2026, 9:04:24 am
964,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.8492,20/4/2026, 9:02:04 am
965,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","VLSI Design",ECE302,20/4/2026,PRESENT,face,0.7609,20/4/2026, 9:02:43 am
966,"Ishita Sharma",ECE2023040,"student40@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,17/4/2026,PRESENT,face,0.9241,17/4/2026, 2:02:59 pm
967,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,17/4/2026,ABSENT,manual,N/A,17/4/2026, 12:01:14 pm
968,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,17/4/2026,LATE,face,0.8734,17/4/2026, 12:19:55 pm
969,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,17/4/2026,PRESENT,face,0.9541,17/4/2026, 12:02:24 pm
970,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,17/4/2026,LATE,face,0.8457,17/4/2026, 12:20:16 pm
971,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,17/4/2026,LATE,face,0.8297,17/4/2026, 12:24:55 pm
972,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,17/4/2026,PRESENT,face,0.8757,17/4/2026, 12:00:08 pm
973,"Tara Sharma",ME2023060,"student60@local.com","Mechanical Engineering","Machine Design",ME401,17/4/2026,PRESENT,face,0.8797,17/4/2026, 12:04:16 pm
974,"Tanvi Sharma",ME2023056,"student56@local.com","Mechanical Engineering","Machine Design",ME401,17/4/2026,ABSENT,manual,N/A,17/4/2026, 12:00:40 pm
975,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,17/4/2026,PRESENT,face,0.9063,17/4/2026, 12:03:54 pm
976,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,17/4/2026,PRESENT,face,0.9825,17/4/2026, 12:01:22 pm
977,"Ira Sharma",ECE2023036,"student36@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,17/4/2026,PRESENT,face,0.8348,17/4/2026, 2:00:55 pm
978,"Navya Sharma",ECE2023032,"student32@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,17/4/2026,ABSENT,manual,N/A,17/4/2026, 2:02:04 pm
979,"Anvi Sharma",ECE2023028,"student28@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,17/4/2026,LATE,face,0.9117,17/4/2026, 2:18:07 pm
980,"Sara Sharma",ECE2023024,"student24@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,17/4/2026,PRESENT,face,0.8410,17/4/2026, 2:01:18 pm
981,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,ABSENT,manual,N/A,16/4/2026, 10:03:35 am
982,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.8398,16/4/2026, 10:02:48 am
983,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.8616,16/4/2026, 10:01:14 am
984,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.7598,16/4/2026, 10:01:41 am
985,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.7507,16/4/2026, 10:01:07 am
986,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.8125,16/4/2026, 10:02:05 am
987,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,16/4/2026,PRESENT,face,0.7810,16/4/2026, 10:02:48 am
